"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","refunds","benefit_payments","total_benefits"
"1805",2004,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0932,4186801000,3691836000,0.075,1811051500,0,0,0,-14621000,0,-14621000
"1806",2005,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0726,4450127000,4043106000,0.075,1890968000,0,0.11554067581892,0.120085507631302,-15487000,0,-15487000
"1807",2006,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0694,4962873276,4405169000,0.075,1986466050,0,0,0,-16960000,0,-16960000
"1808",2007,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1315,5475619551,5094705000,0.075,2081964100,0,0.11178,0.13521,-17113000,0,-17113000
"1809",2008,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.0121,5809697544,5120945000,0.075,2182022833,0,0,0,-26863000,0,-26863000
"1810",2009,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",-0.1527,6143775537,4420493000,0.075,2282081565,0,0.11555,0.1438,-15519000,0,-15519000
"1811",2010,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1024,6752741150,4964517000,0.075,2318510402,0,0,0,-17052000,0,-17052000
"1812",2011,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1959,7361706762,6024488000,0.075,2354939238,0,0.08189,0.13981,-16583000,0,-16583000
"1813",2012,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0561,7575790219,6416124000,0.075,2364943409,0,0,0,-17517000,0,-17517000
"1814",2013,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0992,7789873675,7080898000,0.075,2374947580,0,0.08447,0.13568,-19998000,286338280,-306336280
"1815",2014,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1665,8142483915,8259501000,0.075,2411045770,0,0,0,-9903000,314509090,-324412090
"1816",2015,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0333,8495094154,8482637000,0.075,2447143959,0,0.08766,0.1249,-8063000,342679910,-350742910
"1817",2016,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0279,8919092740,8667665000,0.075,2589518651,0,0.08669,0.11967,-7088000,365512690,-372600690
"1818",2017,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.1142,9656487697,9607112000,0.075,2742143427,0,0.08827,0.11974,-6601000,390828190,-397429190
"1819",2018,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0819,10157051536,10345284000,0.0725,2832712000,0.03,0.08766,0.11361,-6698000,416729060,-423427060
"1820",2019,"Tennessee Consolidated Retirement System, Public Employee Retirement System (LECOS)*","Tennessee",0.0611254700854701,10706649068.7145,10869842643.0516,0.0725,2917693360,0.03,0.08766,0.11361,NA,NA,-436129871.8
"1821",2001,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0157,20842216000,20577977000,0.075,4451452000,0,0.0704192370176315,0.07323,-16484000,0,-16484000
"1822",2002,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0192,21496980500,19909375000,0.075,4612374500,0,0,0,-12688000,0,-12688000
"1823",2003,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.049,22151745000,20443254000,0.075,4773297000,0,0.101516619324684,0.10536,-14250000,0,-14250000
"1824",2004,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0932,22909356000,21894680000,0.075,5009643000,0,0,0,-15305000,0,-15305000
"1825",2005,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0726,23666967000,23173156000,0.075,5245989000,0,0.11712708324194,0.12167,-15329000,0,-15329000
"1826",2006,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0694,25453559000,24415466000,0.075,5494427500,0,0,0,-17751000,0,-17751000
"1827",2007,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1315,27240151000,27271264000,0.075,5742866000,0,0.102818250656128,0.12167,-19231000,0,-19231000
"1828",2008,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.0121,28147558850,26513184000,0.075,5898696858,0,0,0,-19113000,0,-19113000
"1829",2009,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",-0.1527,29054966700,21948733000,0.075,6054527716,0,0.0997415259480476,0.14564,-16503000,0,-16503000
"1830",2010,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1024,30881295775,23609678000,0.075,6056437713,0,0,0,-19371000,0,-19371000
"1831",2011,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1959,32707624850,27638820000,0.075,6058347710,0,0.0686125755310059,0.14331,-18957000,1457974500,-1476931500
"1832",2012,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0561,33415592528,28496649000,0.075,6147638628,0,0,0,-22575000,1570383300,-1592958300
"1833",2013,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0992,34123560205,30484007000,0.075,6236929546,0,0.09381,0.14434,-19520000,1682792100,-1702312100
"1834",2014,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1665,35100413142,34645656000,0.075,6084166462,0,0,0,-44143000,0,-44143000
"1835",2015,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0333,36077266079,34761304000,0.075,5931403378,0,0.09399,0.14225,-39898000,0,-39898000
"1836",2016,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0279,36975611012,34638544000,0.075,5744740449,0,0.09419,0.1522,-38200000,0,-38200000
"1837",2017,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.1142,38931505935,37407140000,0.075,5653770634,0,0.0955,0.15783,-33343000,0,-33343000
"1838",2018,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0819,40265300246,39377312000,0.0725,5669800146,0.03,0.09534,0.15722,-34462000,NA,NA
"1839",2019,"Tennessee Consolidated Retirement System, Teachers Pension Plan (TCRS)*","Tennessee",0.0611254700854701,43725573552.04,42694684449.7021,0.0725,5839894150.38,0.03,0.09534,0.15722,NA,NA,-34343290
"1840",2001,"Texas County and District Retirement System*","Texas",0.0297,9023600000,8610644841,0.08,3060800000,0.04,0,0,0,0,0
"1841",2002,"Texas County and District Retirement System*","Texas",0.016,9898400000,8901899491,0.08,3284900000,0.04,0.12401,0.14511,-54517833,291780440,-346298273
"1842",2003,"Texas County and District Retirement System*","Texas",0.202,10813500000,10871669835,0.08,3440900000,0.04,0.12429,0.14159,-56998095,322746720,-379744815
"1843",2004,"Texas County and District Retirement System*","Texas",0.128,11825100000,12431196197,0.08,3.622e+09,0.04,0.12471,0.14271,-59151125,364178880,-423330005
"1844",2005,"Texas County and District Retirement System*","Texas",0.073,12872100000,13474444693,0.08,3777400000,0.04,0.13787,0.16277,-63902398,402401220,-466303618
"1845",2006,"Texas County and District Retirement System*","Texas",0.14,14035200000,15502631858,0.08,4054300000,0.04,0.13861,0.15901,-64792518,450007660,-514800178
"1846",2007,"Texas County and District Retirement System*","Texas",0.081,15364500000,16910163510,0.08,4420500000,0.04,0.13984,0.16064,-65672590,496049810,-561722400
"1847",2008,"Texas County and District Retirement System*","Texas",-0.289,16767900000,12054818375,0.08,4830300000,0.04,0.14034,0.17264,-62979980,550263630,-613243610
"1848",2009,"Texas County and District Retirement System*","Texas",0.267,18448100000,15555539512,0.08,5.168e+09,0.04,0.1414,0.171,-55838859,597080190,-652919049
"1849",2010,"Texas County and District Retirement System*","Texas",0.128,19931200000,17729759611,0.08,5213900000,0.04,0.1369,0.1713,-65173433,672251560,-737424993
"1850",2011,"Texas County and District Retirement System*","Texas",-0.01,21409500000,17626066007,0.08,5202500000,0.04,0.1368,0.1757,-81183051,747161000,-828344051
"1851",2012,"Texas County and District Retirement System*","Texas",0.126,2.2953e+10,19885315446,0.08,5283600000,0.04,0.1369,0.1811,-81950032,830756750,-912706782
"1852",2013,"Texas County and District Retirement System*","Texas",0.164,24514800000,23145956373,0.08,5483800000,0.035,0.1348,0.1779,-91065538,911201880,-1002267418
"1853",2014,"Texas County and District Retirement System*","Texas",0.068,26252800000,24715158467,0.08,5.779e+09,0.035,0.1382,0.1796,-82202752,1011837800,-1094040552
"1854",2015,"Texas County and District Retirement System*","Texas",-0.007,28632500000,24529677668,0.08,6122300000,0.035,0.1354,0.1817,-82058823,1107399600,-1189458423
"1855",2016,"Texas County and District Retirement System*","Texas",0.075,30473900000,26287148901,0.08,6378400000,0,0.1353,0.1851,-76582913,1223208900,-1299791813
"1856",2017,"Texas County and District Retirement System*","Texas",0.147,32539900000,30000370381,0.08,6676500000,0,0.133,0.1835,-85655873,1332487900,-1418143773
"1857",2018,"Texas County and District Retirement System*","Texas",-0.019,34541100000,29260546258,0.08,6.921e+09,0.03,0.1332,0.1893,-85652792,1476110100,-1561762892
"1858",2019,"Texas County and District Retirement System*","Texas",0.0611254700854701,36619449620.7193,30782141435.0121,0.08,7128630000,0.03,0.1332,0.1893,NA,NA,-1608615778.76
"1859",2001,"Texas Employees Retirement System (ERS)*","Texas",-0.0691,17527696000,18061522186,0.08,4946244000,0.04,0.12667,0.12,-91799597,919386130,-1011185727
"1860",2002,"Texas Employees Retirement System (ERS)*","Texas",-0.0717,18449521000,16447568765,0.08,4979532000,0.04,0.12709,0.12,-70030858,977428940,-1047459798
"1861",2003,"Texas Employees Retirement System (ERS)*","Texas",0.092,19959112000,17467352722,0.08,4800612000,0.04,0.12258,0.12817,-73437833,1044307900,-1117745733
"1862",2004,"Texas Employees Retirement System (ERS)*","Texas",0.1169,20591848000,18797737524,0.08,4616761000,0.04,0.1245,0.13121,-83779001,1090042000,-1173821001
"1863",2005,"Texas Employees Retirement System (ERS)*","Texas",0.1271,21969670000,20448700225,0.08,4842525000,0.04,0.1228,0.13587,-89759681,1162022000,-1251781681
"1864",2006,"Texas Employees Retirement System (ERS)*","Texas",0.0883,22884917000,21548112355,0.08,5051330000,0.04,0.1198,0.132,-75614028,1194075000,-1269689028
"1865",2007,"Texas Employees Retirement System (ERS)*","Texas",0.1388,23987165000,23479671451,0.08,5253723000,0.04,0.1198,0.131,-7913660,1248069500,-1255983160
"1866",2008,"Texas Employees Retirement System (ERS)*","Texas",-0.0458,25403280000,21464265123,0.08,5379527000,0.035,0.1337,0.1545,-74504166,1314069300,-1388573466
"1867",2009,"Texas Employees Retirement System (ERS)*","Texas",-0.066,26191650000,19097775053,0.08,5814417000,0.035,0.1238,0.1584,-70958144,1377430300,-1448388444
"1868",2010,"Texas Employees Retirement System (ERS)*","Texas",0.0665,27668876000,19580610447,0.08,5930141000,0.035,0.123,0.1707,-65333536,1457065500,-1522399036
"1869",2011,"Texas Employees Retirement System (ERS)*","Texas",0.1258,28398213000,21204091002,0.08,5795185000,0.035,0.1231,0.1747,-79535160,1552999300,-1632534460
"1870",2012,"Texas Employees Retirement System (ERS)*","Texas",0.0822,29377069000,21825643968,0.08,5676509000,0.035,0.1231,0.1825,-88068787,1650519600,-1738588387
"1871",2013,"Texas Employees Retirement System (ERS)*","Texas",0.1007,30987987000,22868542011,0.08,5959743000,0.035,0.1157,0.1873,-86668136,1730993800,-1817661936
"1872",2014,"Texas Employees Retirement System (ERS)*","Texas",0.147,32924737211,25050116469,0.08,6171443191,0.035,0.1158,0.1876,-106809179,1835520300,-1942329479
"1873",2015,"Texas Employees Retirement System (ERS)*","Texas",0.0049,33868359950,23998481161,0.08,6659646892,0.035,0.1227,0.1962,-87166789,1940308300,-2027475089
"1874",2016,"Texas Employees Retirement System (ERS)*","Texas",0.0532,35303165362,24465580124,0.08,6806457317,0.035,0.1228,0.1988,-84444507,2040687800,-2125132307
"1875",2017,"Texas Employees Retirement System (ERS)*","Texas",0.1215,37629785374,26371827298,0.08,6796226304,0.025,0.1395,0.2321,-120943785,2144980500,-2265924285
"1876",2018,"Texas Employees Retirement System (ERS)*","Texas",0.0958,38989263562,27753334784,0.075,6875886920,0.03,0.1386,0.2312,-123948291,2258946500,-2382894791
"1877",2019,"Texas Employees Retirement System (ERS)*","Texas",0.0304,39801358678,27351224157,0.075,6984576697,NA,0.1376,0.2326,-142303194,2377402300,-2519705494
"1878",2001,"Texas Municipal Retirement System (TMRS)*","Texas",0.085,10866900000,8635264497,0.08,3.061e+09,0,0,0,0,0,0
"1879",2002,"Texas Municipal Retirement System (TMRS)*","Texas",0.173,11868100000,10204869010,0.08,3277400000,0,0,0,-39849407,0,-39849407
"1880",2003,"Texas Municipal Retirement System (TMRS)*","Texas",0.017,13100100000,10557514220,0.07,3426600000,0,0,0,-40498175,0,-40498175
"1881",2004,"Texas Municipal Retirement System (TMRS)*","Texas",0.128,14036900000,11934596742,0.07,3580300000,0,0,0,-45644567,0,-45644567
"1882",2005,"Texas Municipal Retirement System (TMRS)*","Texas",0.106,15095200000,13266433447,0.07,3721900000,0,0,0,-48561266,0,-48561266
"1883",2006,"Texas Municipal Retirement System (TMRS)*","Texas",0.008,16219700000,13508839846,0.07,3949200000,0,0,0,-48991124,0,-48991124
"1884",2007,"Texas Municipal Retirement System (TMRS)*","Texas",0.078,19278800000,14715861381,0.07,4221300000,0.03,0.16068,0.22528,-52621943,0,-52621943
"1885",2008,"Texas Municipal Retirement System (TMRS)*","Texas",-0.013,20360800000,14609961771,0.07,4.53e+09,0.03,0.16507,0.23327,-49086819,0,-49086819
"1886",2009,"Texas Municipal Retirement System (TMRS)*","Texas",0.102,21525100000,16305675643,0.07,4.769e+09,0.03,0.16413,0.22983,-45307488,0,-45307488
"1887",2010,"Texas Municipal Retirement System (TMRS)*","Texas",0.09,20481500000,17992493870,0.07,4797900000,0.03,0.15639,0.19889,-49041627,0,-49041627
"1888",2011,"Texas Municipal Retirement System (TMRS)*","Texas",0.024,21563300000,18571293924,0.07,4853300000,0.03,0.15843,0.19793,-55666288,0,-55666288
"1889",2012,"Texas Municipal Retirement System (TMRS)*","Texas",0.101,22683800000,20490599022,0.07,4961700000,0.03,0.16108,0.19698,-57842723,783234690,-841077413
"1890",2013,"Texas Municipal Retirement System (TMRS)*","Texas",0.0986,25320135845,22468633624,0.07,5.142e+09,0.03,0.1444,0.1958,-57727674,0,-57727674
"1891",2014,"Texas Municipal Retirement System (TMRS)*","Texas",0.0599,26646875266,23727477926,0.07,5.375e+09,0.03,0.14472,0.19242,-58723123,0,-58723123
"1892",2015,"Texas Municipal Retirement System (TMRS)*","Texas",0.0034,28378352783,23708162580,0.0675,5.684e+09,0.03,0.15027,0.19857,-56975269,0,-56975269
"1893",2016,"Texas Municipal Retirement System (TMRS)*","Texas",0.0742,29962754323,25233205773,0.0675,6.122e+09,0.03,0.14779,0.19639,-54181595,0,-54181595
"1894",2017,"Texas Municipal Retirement System (TMRS)*","Texas",0.1427,31811126506,28649374617,0.0675,6.396e+09,0.03,0.14849,0.19509,-59405912,0,-59405912
"1895",2018,"Texas Municipal Retirement System (TMRS)*","Texas",-0.0211,33731025512,27683629439,0.0675,6.664e+09,0.03,0.1503,0.2,-64255860,NA,NA
"1896",2019,"Texas Municipal Retirement System (TMRS)*","Texas",0.0611254700854701,37010547010.3877,30726891638.6004,0.0675,6863920000,0.03,0.1503,0.2,NA,NA,-61188089.36
"1897",2001,"Texas Teacher Retirement System (TRS)*","Texas",-0.05,9.4263e+10,79427814814,0.08,2.3365e+10,0,0.1268,0.124,-214434792,0,-214434792
"1898",2002,"Texas Teacher Retirement System (TRS)*","Texas",-0.064,8.9322e+10,71695802361,0.08,2.4818e+10,0,0.1267,0.1355,-186421065,0,-186421065
"1899",2003,"Texas Teacher Retirement System (TRS)*","Texas",0.047,8.4217e+10,77633002461,0.08,2.5756e+10,0.03,0.1246,0.1379,-186082670,0,-186082670
"1900",2004,"Texas Teacher Retirement System (TRS)*","Texas",0.157,9.6737e+10,84202981707,0.08,2.5485e+10,0.03,0.1172,0.1371,-220396709,0,-220396709
"1901",2005,"Texas Teacher Retirement System (TRS)*","Texas",0.095,1.02495e+11,93707816093,0.08,2.5957e+10,0.03,0.104,0.1359,-243382014,0,-243382014
"1902",2006,"Texas Teacher Retirement System (TRS)*","Texas",0.104,1.07911e+11,1.00239e+11,0.08,2.8397e+10,0.03,0.104,0.1342,-265487479,0,-265487479
"1903",2007,"Texas Teacher Retirement System (TRS)*","Texas",0.175,1.15964e+11,1.12129e+11,0.08,3.1114e+10,0.03,0.104,0.1287,-277932219,0,-277932219
"1904",2008,"Texas Teacher Retirement System (TRS)*","Texas",-0.021,1.21757e+11,1.0491e+11,0.08,3.3238e+10,0.035,0.1042,0.125,-275482331,0,-275482331
"1905",2009,"Texas Teacher Retirement System (TRS)*","Texas",-0.219,1.28029e+11,88652971682,0.08,3.5097e+10,0.035,0.1042,0.1412,-266695076,0,-266695076
"1906",2010,"Texas Teacher Retirement System (TRS)*","Texas",0.157,1.34191e+11,95688405009,0.08,3.6629e+10,0.035,0.1042,0.1417,-265186589,0,-265186589
"1907",2011,"Texas Teacher Retirement System (TRS)*","Texas",0.222,1.39315e+11,1.07421e+11,0.08,3.6797e+10,0.035,0.106,0.1453,-334268822,0,-334268822
"1908",2012,"Texas Teacher Retirement System (TRS)*","Texas",0.027,1.44427e+11,1.1145e+11,0.08,3.631e+10,0.035,0.106,0.1502,-381231352,7344751500,-7725982852
"1909",2013,"Texas Teacher Retirement System (TRS)*","Texas",0.102,1.50666e+11,1.17388e+11,0.08,3.7104e+10,0.035,0.1031,0.1637,-391292412,7923519000,-8314811412
"1910",2014,"Texas Teacher Retirement System (TRS)*","Texas",0.163,1.60036e+11,1.32779e+11,0.08,3.8522e+10,0.035,0.1043,0.1636,-410600319,8322480500,-8733080819
"1911",2015,"Texas Teacher Retirement System (TRS)*","Texas",0.042,1.66453e+11,1.28539e+11,0.08,3.962e+10,0.025,0.1003,0.1562,-391341181,8734950000,-9126291181
"1912",2016,"Texas Teacher Retirement System (TRS)*","Texas",0.013,1.74239e+11,1.34009e+11,0.08,4.2376e+10,0.025,0.1005,0.1564,-373418687,9213165000,-9586583687
"1913",2017,"Texas Teacher Retirement System (TRS)*","Texas",0.129,1.81753e+11,1.47362e+11,0.08,42376200000,0.025,0.1006,0.1555,-420421056,9622519000,-10042940056
"1914",2018,"Texas Teacher Retirement System (TRS)*","Texas",0.092,2.00216e+11,1.54569e+11,0.0725,4.4956e+10,0.03,0.1169,0.1719,-422335740,10014456000,-10436791740
"1915",2019,"Texas Teacher Retirement System (TRS)*","Texas",0.064,2.0972e+11,1.57978e+11,0.0725,4.7414e+10,NA,0.1176,0.1703,-486460902,10438646000,-10925106902
"1916",2001,"University of California Retirement System (UCRP)*","California",-0.055,27451200000,38869900000,0.075,6539200000,0,0.14977,0.00067,-23881000,707119000,-7.31e+08
"1917",2002,"University of California Retirement System (UCRP)*","California",-0.092,30099600000,34441805000,0.075,7226500000,0,0.15191,0.00041,-26460000,783722000,-810182000
"1918",2003,"University of California Retirement System (UCRP)*","California",0.056,32954800000,35326812000,0.075,7733800000,0,0.15311,0.00091,-32665000,852706000,-885371000
"1919",2004,"University of California Retirement System (UCRP)*","California",0.143,35034200000,39187660000,0.075,7835200000,0,0.17107,0.17657,-57236000,940327000,-997563000
"1920",2005,"University of California Retirement System (UCRP)*","California",0.103,37252400000,41857500000,0.075,8149600000,0,0.174,0.1796,-70560000,1051504000,-1122064000
"1921",2006,"University of California Retirement System (UCRP)*","California",0.071,40301700000,43362224000,0.075,8.259e+09,0,0.17857,0.18437,-70865000,1175820000,-1246685000
"1922",2007,"University of California Retirement System (UCRP)*","California",0.1883,41436600000,48105348000,0.075,7612700000,0,0.18801,0.19421,-89829000,1332394000,-1422223000
"1923",2008,"University of California Retirement System (UCRP)*","California",-0.0574,42576822000,42023162000,0.075,7468809000,0,0.18946,0.13646,-96690000,1479500000,-1576190000
"1924",2009,"University of California Retirement System (UCRP)*","California",-0.1881,45160525000,32258542000,0.075,7873694000,0,0.19051,0.22431,-78794000,1593650000,-1672444000
"1925",2010,"University of California Retirement System (UCRP)*","California",0.1272,47504309000,34574454000,0.075,7995421000,0,0.18966,0.25276,-76485000,1710574000,-1787059000
"1926",2011,"University of California Retirement System (UCRP)*","California",0.2245,51831306000,41872655000,0.075,8163021000,0,0.20694,0.29854,-78776000,1841937000,-1920713000
"1927",2012,"University of California Retirement System (UCRP)*","California",0.0037,54619620000,41806485000,0.075,8598114000,0,0.22444,0.33564,-93992000,1991282000,-2085274000
"1928",2013,"University of California Retirement System (UCRP)*","California",0.1171,57380961000,45340726000,0.075,8836498000,0,0.24204,0.36834,-96070000,2151990000,-2248060000
"1929",2014,"University of California Retirement System (UCRP)*","California",0.1742,60417177000,52783867000,0.075,9299817000,0,0.2556,0.3676,-109486000,2.46e+09,-2569486000
"1930",2015,"University of California Retirement System (UCRP)*","California",0.045,65841255000,55055450000,0.075,9927833000,0,0.25558,0.36268,-178446000,2650455000,-2828901000
"1931",2016,"University of California Retirement System (UCRP)*","California",-0.02,69305423000,54164532000,0.0725,10607630000,0,0.25285,0.35735,-136249000,2838906800,-2975155800
"1932",2017,"University of California Retirement System (UCRP)*","California",0.145,72965272000,62114258000,0.0725,11095864000,0,0.24881,0.34501,-140666000,3039986500,-3180652500
"1933",2018,"University of California Retirement System (UCRP)*","California",0.078,76881052000,66838838000,0.0725,11596220000,0.03,0.24494,0.33534,-153324000,3256363500,-3409687500
"1934",2019,"University of California Retirement System (UCRP)*","California",0.06,87782652000,70343741000,0.0675,12301154000,NA,0.27112,0.40672,-144384000,290317380,-434701380
"1935",2001,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.05,10433753000,9905802000,0.08,2801564000,0.04,0.1074,0.0994,-3264000,311311000,-314575000
"1936",2002,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.075,11372802000,9073766000,0.08,2888853000,0.04,0.1074,0.1288,-3715000,348230000,-351945000
"1937",2003,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.26,11951137000,11280140000,0.08,2915008000,0.04,0.108,0.124,-3310000,386791000,-390101000
"1938",2004,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.132,12819001000,12786130000,0.08,3058487000,0.04,0.1134,0.136,-3029000,424897000,-427926000
"1939",2005,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0896,13594618000,13892439000,0.08,3121800000,0.04,0.1132,0.1339,-3189000,469695000,-472884000
"1940",2006,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1477,14645138000,15818483000,0.08,3284295000,0.04,0.1118,0.1247,-2763000,533248000,-536011000
"1941",2007,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0715,16547856000,16751804000,0.0775,3583525000,0.04,0.1156,0.1309,-3443000,609526000,-612969000
"1942",2008,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.223,17812271000,12714371000,0.0775,3837934000,0.04,0.1156,0.153,-2514000,659792000,-662306000
"1943",2009,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1288,18879477000,14152562000,0.0775,3888415000,0.04,0.1155,0.1581,-2882000,723053000,-725935000
"1944",2010,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1373,19876212000,15802205000,0.075,3842855000,0.035,0.1202,0.1783,-3620000,793804000,-797424000
"1945",2011,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0289,20742874000,15935472000,0.075,3760961000,0.035,0.1193,0.1902,-2514000,843697000,-846211000
"1946",2012,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.131,21675141000,17629437000,0.075,3610948000,0.035,0.1194,0.2002,-2858000,900128000,-902986000
"1947",2013,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1489,22461527000,19915815000,0.075,3486507000,0.0325,0.1123,0.1831,-2454000,974684000,-977138000
"1948",2014,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0752,23347433000,21096512000,0.075,3378417000,0.0325,0.111,0.1662,-2204000,1043798000,-1046002000
"1949",2015,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0192,24945530000,21192437000,0.072,3154812000,0.031,0.1153,0.1698,-2496000,1123647000,-1126143000
"1950",2016,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0879,26541851000,22618743000,0.0695,3087708000,0.03,0.1166,0.1694,-4366000,1184317000,-1188683000
"1951",2017,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1357,27587525000,25205127000,0.0695,3261711000,0.03,0.1155,0.158,-4635000,1248037000,-1252672000
"1952",2018,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.0022,28815265000,24666059000,0.0695,3260398000,0.03,0.1141,0.1547,-2766000,1320214000,-1322980000
"1953",2019,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0611254700854701,29804962430.9547,25305242219.9797,0.0695,3358209940,0.03,0.1141,0.1547,NA,NA,-1362669400
"1954",2001,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.05,1366134000,1229903000,0.08,260783000,0,0.1972,0.1837,-542000,48607000,-49149000
"1955",2002,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.075,1458491000,1124549000,0.08,268478000,0,0.2049,0.2214,-1155000,53962000,-55117000
"1956",2003,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.26,1556758000,1404167000,0.08,278402000,0,0.2047,0.2203,-666000,59941000,-60607000
"1957",2004,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.132,1726785000,1594043000,0.08,293797000,0,0.2197,0.2539,-960000,66329000,-67289000
"1958",2005,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0896,1834452000,1736451000,0.08,298756000,0,0.2196,0.2524,-1026000,74041000,-75067000
"1959",2006,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1477,1968982000,1981492000,0.08,316662000,0,0.2204,0.2408,-562000,82499000,-83061000
"1960",2007,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0715,2247826000,2106302000,0.0775,339187000,0.04,0.2345,0.26,-723000,91864000,-92587000
"1961",2008,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.223,2473667000,1614057000,0.0775,365043000,0.04,0.2399,0.2946,-899000,98944000,-99843000
"1962",2009,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1288,2650675000,1824758000,0.0775,373959000,0.04,0.2413,0.306,-390000,106272000,-106662000
"1963",2010,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1373,2844101000,2058019000,0.075,363037000,0.04,0.2481,0.3433,-512000,115831000,-116343000
"1964",2011,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0289,2948481000,2103751000,0.075,374293000,0.035,0.2588,0.3586,-536000,120569000,-121105000
"1965",2012,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.131,3129084000,2366057000,0.075,366471000,0.035,0.261,0.3757,-292000,128539000,-128831000
